original_index,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,ai_likelihood
913146,5,Comfy,"Little earpiece, good sound, sit good on the ears.",[],B0B4VZYGBR,B0BMXMNG7G,AFKDRRIKLGUZDOTAWIVTMM55AX4A,2023-02-28 13:29:52.757,0,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":9,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/eea5d958-1c3f-424c-b5ea-45d5dd7b37df"",""feedback"":""Your Text is Human Written"",""input_text"":""Little earpiece, good sound, sit good on the ears."",""id"":18286511}}"
106616,5,Easy assembly for using a m.2 ssd externally,This was great as I had a computer die and was able to move the ssd disk out and get the data to another machine.,[],B0BBRDWKLV,B0BQ5VNX2D,AHMAI5VFPY2U5STS6A5QAAZVNDEA,2023-03-21 17:17:11.467,0,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":25,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/9985510f-2c4d-4638-9e0c-43a4313f9939"",""feedback"":""Your Text is Human Written"",""input_text"":""This was great as I had a computer die and was able to move the ssd disk out and get the data to another machine."",""id"":18286512}}"
612320,3,"Came Used, Not wrapped, and NOT Set to Factory Defaults","Came used, opened, nothing wrapped, and not set to factory defaults. I will be returning for a new one.","[{'small_image_url': 'https://m.media-amazon.com/images/I/715SGKg-HlL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/715SGKg-HlL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/715SGKg-HlL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B01I5TJGSE,B09BZGJCGD,AGK33TQLE47ONZ3BQCIJCIRLQ5EQ,2023-02-05 19:19:08.172,0,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":19,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/3bbccdfe-27df-4765-9c55-8a0d0c9b96e4"",""feedback"":""Your Text is Human Written"",""input_text"":""Came used, opened, nothing wrapped, and not set to factory defaults. I will be returning for a new one."",""id"":18286513}}"
26517,5,Shinyyyy,The shimmer really shines and the panels easily snap together and pull apart. Zip ties and wall hangers are included. Please note that 1 box is only big enough for the surface area pictured. That is what 1 box of 12 panels look like. They are so pretty and the pieces don't fall off very easily.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/711H6rVjtSL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/711H6rVjtSL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/711H6rVjtSL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71XSvig0VZL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71XSvig0VZL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71XSvig0VZL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B9GPPCR8,B0B9GRRQD7,AGMNDXKFAM4SI46VYU6WDS2EUD5Q,2023-01-04 07:07:59.327,2,False,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":"""",""h"":[],""hi"":[],""textWords"":56,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/72ca4412-19b0-4146-b72d-0939017b17a0"",""feedback"":""Your Text is Human Written"",""input_text"":""The shimmer really shines and the panels easily snap together and pull apart. Zip ties and wall hangers are included. Please note that 1 box is only big enough for the surface area pictured. That is what 1 box of 12 panels look like. They are so pretty and the pieces don't fall off very easily."",""id"":18286514}}"
207548,1,NOT for GA,"The picture is deceptive and there is nothing in the text that says this it not your standard (3/16"" Mic Jack and 1/4"" Speaker Jack)  receptacles.",[],B0049GXLDY,B0049GXLDY,AGOESXW3SV23VXWBJCQBVOKDYM3Q,2023-01-17 01:04:19.742,0,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":26,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/d8ff12b0-3135-40cc-bf32-919776f30bc8"",""feedback"":""Your Text is Human Written"",""input_text"":""The picture is deceptive and there is nothing in the text that says this it not your standard (3/16\"" Mic Jack and 1/4\"" Speaker Jack)  receptacles."",""id"":18286515}}"
891109,5,"nice monocular, good for birdwatching",This is an inexpensive monocular that works great for birdwatching. I prefer the ease of a monocular vs. a binocular.  I purchased a neck strap for it separately.,[],B088D5JNSN,B0CC1Q82MM,AHHOX6RS4R6S2H6R3WXCOO4FSUAQ,2023-03-20 17:39:25.463,2,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":28,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/1875728d-3789-4aeb-a16a-7acf2d521fda"",""feedback"":""Your Text is Human Written"",""input_text"":""This is an inexpensive monocular that works great for birdwatching. I prefer the ease of a monocular vs. a binocular.  I purchased a neck strap for it separately."",""id"":18286516}}"
939777,5,"Not Perfect, but Perfect for the Price","Ever since flat screen TVs became a thing, the speakers have been terrible.  The big cabinets of CRT televisions had plenty of room for decent speakers.  Now TVs sound atrocious.  Maybe you don't want to spend hundreds of bucks on a top-shelf sound bar.  You just want better sound than the thumb-sized speakers in the TV.<br /><br />This is your winner.  It is FAR from perfect-sounding, but it sounds good enough and is eons above the speakers in a TV.  For the price, it just can't be beat.  You'll spend more on the wall mount kit!",[],B0B41JQBLF,B0B9HM4SW4,AH2SOOHUAEQ736UFTV4YRUWXYOZQ,2023-01-11 02:23:24.534,0,False,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":"""",""h"":[],""hi"":[],""textWords"":96,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/9672d76a-ea21-4b36-aab8-ecee1846d77f"",""feedback"":""Your Text is Human Written"",""input_text"":""Ever since flat screen TVs became a thing, the speakers have been terrible.  The big cabinets of CRT televisions had plenty of room for decent speakers.  Now TVs sound atrocious.  Maybe you don't want to spend hundreds of bucks on a top-shelf sound bar.  You just want better sound than the thumb-sized speakers in the TV.<br /><br />This is your winner.  It is FAR from perfect-sounding, but it sounds good enough and is eons above the speakers in a TV.  For the price, it just can't be beat.  You'll spend more on the wall mount kit!"",""id"":18286517}}"
217671,1,Awful purchase. Returning day after receiving,"So, they were super comfortable, I'll give them that. They also connected easily to my mp3 player and the touch controls worked nicely.<br />BUT<br />about 2 songs in they would disconnect, amd then connect again. EVERY 2 SONGS. This is highly frustrating, and with all the ""wonderful"" reviews these have, you would think they are spectacular. NOPE. save your money or go buy something else.",[],B07J2Z5DBM,B08XPWDSWW,AGBUQFK47LY5NBJRYEJ6M4XEUXJQ,2023-01-28 06:49:44.680,0,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":"""",""h"":[],""hi"":[],""textWords"":65,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/4d4793e3-33b0-4fe2-be92-4222cfb7656a"",""feedback"":""Your Text is Human Written"",""input_text"":""So, they were super comfortable, I'll give them that. They also connected easily to my mp3 player and the touch controls worked nicely.<br />BUT<br />about 2 songs in they would disconnect, amd then connect again. EVERY 2 SONGS. This is highly frustrating, and with all the \""wonderful\"" reviews these have, you would think they are spectacular. NOPE. save your money or go buy something else."",""id"":18286519}}"
8831,1,Quit working within a year.,It was great until it shorted out before it was even a year old. Unfortunate gift purchase.,[],B09GLPW6Z8,B09GLRCKTV,AHLH7HOOHOI55Y3BIIDMTS6GMYYQ,2023-02-24 01:53:39.935,0,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":17,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/034ba237-4b49-4969-baf5-1557bc4cd2da"",""feedback"":""Your Text is Human Written"",""input_text"":""It was great until it shorted out before it was even a year old. Unfortunate gift purchase."",""id"":18286521}}"
494136,5,Life saving tool!!,Work’s amazing with my MacBook! I only have USBC so this helps convert and have multiple usbs plugged in!!!,[],B0BW4VM9YY,B0BW4WHBXR,AHKLAVPOO36WSQPIXJE5G6Z6TN2A,2023-02-28 19:58:30.640,1,False,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":19,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/1d41e9d2-0b35-4631-8bea-b2ab365ed587"",""feedback"":""Your Text is Human Written"",""input_text"":""Work’s amazing with my MacBook! I only have USBC so this helps convert and have multiple usbs plugged in!!!"",""id"":18286523}}"
170523,3,TV is nice but issues with the remote,"The TV was a little tricky to set up but has great quality and is fairly user friendly once you have everything set up the way you want it. However, the remote quit working after a few weeks. Tried replacing the batteries and still doesn't work. A replacement remote is $30 and the app for controlling it plays Ads constantly. If having voice control on the remote is what makes it cost $30 then it's unnecessary especially if it's going to quit working after a few weeks.",[],B08P3QB66R,B0971YMVC8,AGEYKY4WH63EWKCAPBQGM2VZRSYQ,2023-02-01 23:12:22.634,0,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":"""",""h"":[],""hi"":[],""textWords"":87,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/20fbc3fd-a5be-4dcd-a940-08bd67f8f0ce"",""feedback"":""Your Text is Human Written"",""input_text"":""The TV was a little tricky to set up but has great quality and is fairly user friendly once you have everything set up the way you want it. However, the remote quit working after a few weeks. Tried replacing the batteries and still doesn't work. A replacement remote is $30 and the app for controlling it plays Ads constantly. If having voice control on the remote is what makes it cost $30 then it's unnecessary especially if it's going to quit working after a few weeks."",""id"":18286524}}"
133957,3,Not Really,"I did want a lightweight backpack/purse, but just not this one.  If you are over 5'10"" tall, the straps might fit and the bag might not hit below your rear end, but I'm 5""0"" tall, and the straps were so long on me that the top of the bag hit BELOW my rear end.  It worked out, because after returning this bag, I found a beautiful leather backpack/tote/purse for LESS MONEY!!",[],B0BDLZZJYR,B0BR3LM5P3,AFEXHMRHCRGOHY6XUKL66QRHZMSQ,2023-01-28 18:40:58.494,0,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":71,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/8888c4da-7348-4f7a-9797-a46bf2331231"",""feedback"":""Your Text is Human Written"",""input_text"":""I did want a lightweight backpack/purse, but just not this one.  If you are over 5'10\"" tall, the straps might fit and the bag might not hit below your rear end, but I'm 5\""0\"" tall, and the straps were so long on me that the top of the bag hit BELOW my rear end.  It worked out, because after returning this bag, I found a beautiful leather backpack/tote/purse for LESS MONEY!!"",""id"":18286525}}"
206288,1,won't fit...very disappointed,the mounting plate...there virtually is none. was told by two folks these would fit. they don't. the smaller speaker is one of the new ones. same manufacturer... i don't know why the box is split. JBL doesn't make them anymore.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61urg2bDNbL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61urg2bDNbL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61urg2bDNbL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71P8lOrAOVL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71P8lOrAOVL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71P8lOrAOVL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71S6HbRKF+L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71S6HbRKF+L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71S6HbRKF+L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71hQ5rIjM3L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71hQ5rIjM3L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71hQ5rIjM3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71qxjpb97LL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71qxjpb97LL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71qxjpb97LL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00DVO1OYS,B00DVO1OYS,AF4PT2DEWUJJSEBASZRUD5LFI4DQ,2023-01-25 21:48:56.197,0,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":40,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/5ded36ea-2bd7-4f7a-8dfa-9e98dcf243ce"",""feedback"":""Your Text is Human Written"",""input_text"":""the mounting plate...there virtually is none. was told by two folks these would fit. they don't. the smaller speaker is one of the new ones. same manufacturer... i don't know why the box is split. JBL doesn't make them anymore."",""id"":18286526}}"
866152,5,Worked great!,The pair of converters allowed me to run fiber optics from my house to my shop about 350 feet. I didn't notice any losses over that distance. These allowed me to have internet in my shop without having to add another account with my service provider.,[],B0BG547DGH,B0BNM81YPZ,AGWZUYUNF3JXHK6D76LAOR7PYV7A,2023-01-29 01:41:33.817,0,False,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":46,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/923b6b1e-6ba1-4753-9361-039ac04f5eb9"",""feedback"":""Your Text is Human Written"",""input_text"":""The pair of converters allowed me to run fiber optics from my house to my shop about 350 feet. I didn't notice any losses over that distance. These allowed me to have internet in my shop without having to add another account with my service provider."",""id"":18286527}}"
686755,5,Rose strapped laptop bag,"Lovely rose design 🌹<br />This bag is made for a large sized laptop has space for few other items likey notebook, Carry straps are thick, long but adjustable as well",[],B09Z32QJ26,B09Z3721FT,AFKJBXAYMBGFU2PXPKYO7OOSAW4Q,2023-03-18 17:16:33.965,0,False,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":30,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/047c1b6c-5f53-4f34-b079-242b29f1209b"",""feedback"":""Your Text is Human Written"",""input_text"":""Lovely rose design 🌹<br />This bag is made for a large sized laptop has space for few other items likey notebook, Carry straps are thick, long but adjustable as well"",""id"":18286528}}"
74434,5,Sony STRDH190 stereo receiver,I like almost everything about this receiver except for the speaker connection and the display is too small. I am satisfied with the sound and the fm tuner but I don’t have it connected to good speakers. I can’t really speak to the sound quality without connecting it to my other speakers.,[],B078WFDR8D,B07JGH7LT6,AESHBSMEJ4QTRU6DHAITUSS3PV6Q,2023-01-08 00:12:21.013,0,True,"{""success"":true,""code"":200,""message"":""Detection complete"",""data"":{""sentences"":[],""isHuman"":100,""additional_feedback"":""Please input more text for a more accurate result"",""h"":[],""hi"":[],""textWords"":52,""aiWords"":0,""fakePercentage"":0.0,""specialIndexes"":[],""specialSentences"":[],""originalParagraph"":""2025/2/10/ea02d6e2-3929-4e4c-a7be-3f691cd963cd"",""feedback"":""Your Text is Human Written"",""input_text"":""I like almost everything about this receiver except for the speaker connection and the display is too small. I am satisfied with the sound and the fm tuner but I don’t have it connected to good speakers. I can’t really speak to the sound quality without connecting it to my other speakers."",""id"":18286529}}"
