,original_index,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,ai_prob
10,913146,5,Comfy,"Little earpiece, good sound, sit good on the ears.",[],B0B4VZYGBR,B0BMXMNG7G,AFKDRRIKLGUZDOTAWIVTMM55AX4A,2023-02-28 13:29:52.757,0,True,0.9996373653411865
11,106616,5,Easy assembly for using a m.2 ssd externally,This was great as I had a computer die and was able to move the ssd disk out and get the data to another machine.,[],B0BBRDWKLV,B0BQ5VNX2D,AHMAI5VFPY2U5STS6A5QAAZVNDEA,2023-03-21 17:17:11.467,0,True,0.9996028542518616
12,612320,3,"Came Used, Not wrapped, and NOT Set to Factory Defaults","Came used, opened, nothing wrapped, and not set to factory defaults. I will be returning for a new one.","[{'small_image_url': 'https://m.media-amazon.com/images/I/715SGKg-HlL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/715SGKg-HlL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/715SGKg-HlL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B01I5TJGSE,B09BZGJCGD,AGK33TQLE47ONZ3BQCIJCIRLQ5EQ,2023-02-05 19:19:08.172,0,True,0.9995244741439819
13,26517,5,Shinyyyy,The shimmer really shines and the panels easily snap together and pull apart. Zip ties and wall hangers are included. Please note that 1 box is only big enough for the surface area pictured. That is what 1 box of 12 panels look like. They are so pretty and the pieces don't fall off very easily.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/711H6rVjtSL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/711H6rVjtSL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/711H6rVjtSL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71XSvig0VZL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71XSvig0VZL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71XSvig0VZL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B9GPPCR8,B0B9GRRQD7,AGMNDXKFAM4SI46VYU6WDS2EUD5Q,2023-01-04 07:07:59.327,2,False,0.9766708612442017
14,207548,1,NOT for GA,"The picture is deceptive and there is nothing in the text that says this it not your standard (3/16"" Mic Jack and 1/4"" Speaker Jack)  receptacles.",[],B0049GXLDY,B0049GXLDY,AGOESXW3SV23VXWBJCQBVOKDYM3Q,2023-01-17 01:04:19.742,0,True,0.999581515789032
15,891109,5,"nice monocular, good for birdwatching",This is an inexpensive monocular that works great for birdwatching. I prefer the ease of a monocular vs. a binocular.  I purchased a neck strap for it separately.,[],B088D5JNSN,B0CC1Q82MM,AHHOX6RS4R6S2H6R3WXCOO4FSUAQ,2023-03-20 17:39:25.463,2,True,0.9992339611053467
16,939777,5,"Not Perfect, but Perfect for the Price","Ever since flat screen TVs became a thing, the speakers have been terrible.  The big cabinets of CRT televisions had plenty of room for decent speakers.  Now TVs sound atrocious.  Maybe you don't want to spend hundreds of bucks on a top-shelf sound bar.  You just want better sound than the thumb-sized speakers in the TV.<br /><br />This is your winner.  It is FAR from perfect-sounding, but it sounds good enough and is eons above the speakers in a TV.  For the price, it just can't be beat.  You'll spend more on the wall mount kit!",[],B0B41JQBLF,B0B9HM4SW4,AH2SOOHUAEQ736UFTV4YRUWXYOZQ,2023-01-11 02:23:24.534,0,False,0.963254988193512
17,217671,1,Awful purchase. Returning day after receiving,"So, they were super comfortable, I'll give them that. They also connected easily to my mp3 player and the touch controls worked nicely.<br />BUT<br />about 2 songs in they would disconnect, amd then connect again. EVERY 2 SONGS. This is highly frustrating, and with all the ""wonderful"" reviews these have, you would think they are spectacular. NOPE. save your money or go buy something else.",[],B07J2Z5DBM,B08XPWDSWW,AGBUQFK47LY5NBJRYEJ6M4XEUXJQ,2023-01-28 06:49:44.680,0,True,0.9747292995452881
18,8831,1,Quit working within a year.,It was great until it shorted out before it was even a year old. Unfortunate gift purchase.,[],B09GLPW6Z8,B09GLRCKTV,AHLH7HOOHOI55Y3BIIDMTS6GMYYQ,2023-02-24 01:53:39.935,0,True,0.9995498061180115
19,494136,5,Life saving tool!!,Work’s amazing with my MacBook! I only have USBC so this helps convert and have multiple usbs plugged in!!!,[],B0BW4VM9YY,B0BW4WHBXR,AHKLAVPOO36WSQPIXJE5G6Z6TN2A,2023-02-28 19:58:30.640,1,False,0.9984773993492126
20,170523,3,TV is nice but issues with the remote,"The TV was a little tricky to set up but has great quality and is fairly user friendly once you have everything set up the way you want it. However, the remote quit working after a few weeks. Tried replacing the batteries and still doesn't work. A replacement remote is $30 and the app for controlling it plays Ads constantly. If having voice control on the remote is what makes it cost $30 then it's unnecessary especially if it's going to quit working after a few weeks.",[],B08P3QB66R,B0971YMVC8,AGEYKY4WH63EWKCAPBQGM2VZRSYQ,2023-02-01 23:12:22.634,0,True,0.9911261796951294
21,133957,3,Not Really,"I did want a lightweight backpack/purse, but just not this one.  If you are over 5'10"" tall, the straps might fit and the bag might not hit below your rear end, but I'm 5""0"" tall, and the straps were so long on me that the top of the bag hit BELOW my rear end.  It worked out, because after returning this bag, I found a beautiful leather backpack/tote/purse for LESS MONEY!!",[],B0BDLZZJYR,B0BR3LM5P3,AFEXHMRHCRGOHY6XUKL66QRHZMSQ,2023-01-28 18:40:58.494,0,True,0.9729411602020264
22,206288,1,won't fit...very disappointed,the mounting plate...there virtually is none. was told by two folks these would fit. they don't. the smaller speaker is one of the new ones. same manufacturer... i don't know why the box is split. JBL doesn't make them anymore.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61urg2bDNbL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61urg2bDNbL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61urg2bDNbL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71P8lOrAOVL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71P8lOrAOVL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71P8lOrAOVL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71S6HbRKF+L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71S6HbRKF+L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71S6HbRKF+L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71hQ5rIjM3L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71hQ5rIjM3L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71hQ5rIjM3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71qxjpb97LL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71qxjpb97LL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71qxjpb97LL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00DVO1OYS,B00DVO1OYS,AF4PT2DEWUJJSEBASZRUD5LFI4DQ,2023-01-25 21:48:56.197,0,True,0.9899368286132812
23,866152,5,Worked great!,The pair of converters allowed me to run fiber optics from my house to my shop about 350 feet. I didn't notice any losses over that distance. These allowed me to have internet in my shop without having to add another account with my service provider.,[],B0BG547DGH,B0BNM81YPZ,AGWZUYUNF3JXHK6D76LAOR7PYV7A,2023-01-29 01:41:33.817,0,False,0.99748694896698
24,686755,5,Rose strapped laptop bag,"Lovely rose design 🌹<br />This bag is made for a large sized laptop has space for few other items likey notebook, Carry straps are thick, long but adjustable as well",[],B09Z32QJ26,B09Z3721FT,AFKJBXAYMBGFU2PXPKYO7OOSAW4Q,2023-03-18 17:16:33.965,0,False,0.9607824683189392
25,74434,5,Sony STRDH190 stereo receiver,I like almost everything about this receiver except for the speaker connection and the display is too small. I am satisfied with the sound and the fm tuner but I don’t have it connected to good speakers. I can’t really speak to the sound quality without connecting it to my other speakers.,[],B078WFDR8D,B07JGH7LT6,AESHBSMEJ4QTRU6DHAITUSS3PV6Q,2023-01-08 00:12:21.013,0,True,0.9952483177185059
26,60646,5,Excellent Camera!,Bought this for work and am very pleased with it. Excellent quality and price. It's exactly what I was looking for.,[],B0816RV4BF,B0B3JQ1HMZ,AF4TOIVKZCJHUXAVC4LYTHXOR63Q,2023-04-10 15:03:19.817,0,False,0.9991775751113892
27,734109,1,Not worthy of a star,I still have a problem if I had all from purchase I’d send it back  but too much effort .,[],B07YNX5D1V,B088DDDF3X,AH3V3WQOZZJP2ING4NURUPHM3I7Q,2023-02-23 06:45:40.731,0,True,0.9991331100463867
28,552250,3,Good quality,A bit pricey for my liking but decent for what it is,[],B00QQXR814,B00QQXR814,AHIMCMUXE4TGZ5ROHND2OZHSQT4Q,2023-02-20 20:05:59.856,0,True,0.9926623106002808
29,80939,5,Echo Dot 4 generation,Echo Dot 4 👍🏻👍🏻,"[{'small_image_url': 'https://m.media-amazon.com/images/I/81CXJwm2OFL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81CXJwm2OFL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81CXJwm2OFL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07XJ8C8F5,B08F1P3BCC,AHFJC6VOA2BY4PFDZBLLQ44VTLYQ,2023-01-05 20:11:04.580,0,True,0.9885439276695251
30,34416,5,Best antenna,"[[VIDEOID:32ed17d8562192e702bf856952beec79]] This antenna works perfectly. It picks up a lot of channels and the picture is very clear. It is light weight, black, and easy to install. I really like this antenna. I will recommend it to my friends for if they want to buy an antenna. This item ships fast and the distributor answers any questions you have on the product. I would buy this again and highly recommend it. Tons of channels very nice product.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71-zYrKIQfL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71-zYrKIQfL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71-zYrKIQfL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71Iew3-GMqL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71Iew3-GMqL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71Iew3-GMqL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71fGMYYtoXL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71fGMYYtoXL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71fGMYYtoXL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81IhEATLl8L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81IhEATLl8L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81IhEATLl8L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81eV8acFALL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81eV8acFALL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81eV8acFALL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0C1BMZ4CV,B0CFZRY51L,AERLMDK2VM62LH2XZVDZV665M46A,2023-04-30 17:37:44.331,0,True,0.9829766154289246
31,776395,4,Super compact and allows quick set up,This is now my goto softbox for on the go. Super compact and setup in seconds. Unfortunately you have to order the adapter for profoto or godox separately which adds up and ends being somewhat pricey for a small softbox.,[],B095TYVFHK,B095TYVFHK,AHHJXGYDW63WBG6EUJPTZCCGJT2Q,2023-05-10 14:12:00.348,0,True,0.678708016872406
32,144388,5,Does work for android auto.,The cord is very short (obviously) but still very flexible. It does everything it says it does from charging to being able to support data for android auto.,[],B08KY27W6C,B0B96K27V5,AHP44N2Z7WW3EEDU6FLIWE7XDOAA,2023-04-25 12:10:58.991,1,True,0.9994226098060608
33,261921,5,So goooooooood,"It's my 2nd time bought this, very reasonable and good quality.<br />As 2nd time user I know how to install now lol . There is no instructions but look for YouTube!",[],B099N4S99K,B099N4S99K,AFI2VUDJKHR6AQI6FYID3KIXL2MA,2023-04-22 02:35:09.497,0,True,0.9843413829803467
34,760183,3,Didn’t take long to break,"The chargers themselves are okay, but it’s only about a week later that wire starts to poke out from the fabric making them sketchy to use.",[],B0BG5N2BP1,B0BG5N2BP1,AHPWVBMYNPQXGCFTLVX5XVX3KZLA,2023-04-14 15:17:49.250,0,True,0.9987105131149292
35,78851,5,works perfectly,"this does the job to replace my undercounter lights power supply, bonus:  adapter included to hook up to wire directly",[],B07HNV6SBJ,B07HNV6SBJ,AE7MNF37MCUHRAIAW3HF55ZTHISA,2023-02-26 22:06:45.155,0,True,0.9986035227775574
36,951224,2,Very Disappointed,"Amazon sent me these cameras as a replacement for my Amazon Cloud Cams which they discontinued.  Not only is the video quality a huge downgrade but Blink does not have my favorite Amazon Cloud Cam feature which was the ability to automatically turn off the motion detected recording whenever I was home and turn back on when I leave.  Why would I want my cameras to record inside my house while I'm home??? Additionally, you better plan to mount the camera within 6 feet of an outlet because thats all the cord you get.  Amazon, you really screwed me on this one😠.",[],B07X6C9RMF,B0BWD4WGJB,AETZJKLW5LGSJXL3S5TVOBM2QAXQ,2023-02-10 03:18:03.413,1,False,0.22827677428722382
37,304960,2,only one of them works,very disappointed!,[],B091GTW1SD,B091GTW1SD,AGPVFLSQKJ565DXWWE73GFBGIHOQ,2023-05-10 05:44:06.482,0,True,0.9926885962486267
38,250814,3,Disappointing,The remote is weak. You must get close to the player or be very accurate at pointing the remote at the player.<br />Universal remotes do not work with this player<br />Resume playing does not work. It always starts at the disk beginning every time the player is turned off.,[],B07X8MSSRQ,B07X8MSSRQ,AFGGWCWKYLQOSEQELGI4KOK74B2Q,2023-01-27 01:25:52.916,0,True,0.9994150400161743
39,868338,5,Perfect,I got these to replace a broken remote (and have a back up).  It works perfectly.  No programming needed.  Just put batteries in and if works!,[],B0BN5JTWTV,B0C8SXQVMH,AHWG43R7T3DNPXZOMIFDXPGOQAQA,2023-01-14 14:57:44.299,0,False,0.9993478655815125
40,566385,5,Love!,Great cases! Love the colors and super sturdy!,[],B09C7VB6W2,B09XN1MWMH,AFY5UXYD52O5KOXUF4JZFQGPDL3A,2023-04-04 01:45:35.211,0,True,0.9969953298568726
41,67920,3,"Nice, but ...","Although a little ""thinner"" than I would prefer the sound to be, they sound good for earbuds. The size is very convenient for keeping with you all the time and connectivity with apple devices isn't perfect, it's pretty good. My complaint with these is that Apple doesn't sell replacement ""ear tips"" (the little silicone bit that seals the device into your ear). This means that when you lose one you have to go looking for 3rd party products. It's a real shame that Apple seems to think that these are disposable.",[],B09JL41N9C,B0C33824RM,AHSC3RPUAQRBWBB7RMT27KBJ4Y7A,2023-04-06 14:39:07.052,0,False,0.3793110251426697
42,967435,5,"Wonderful package deal, has all the features necessary and more at a decent price","The headset itself is very adjustable and comfortable, at it works great with my glasses, doesn't hurt at all. The ear cushions are great, really nice headset for wearing for a long time. The sound is good, In my case I can hear the plane pretty loudly but I'm also flying a little prop plane so, but that's also not a bad thing. Volume nobs on each ear work well, can hear my co-pilot just great. Worth the money, especially with all the extras and the carry bag, and the warranty.",[],B08BYVH34P,B08BYVH34P,AGSECW3LA75RMUHMXLYL45CJJ7DA,2023-04-14 12:53:03.040,0,True,0.016949458047747612
43,780116,4,Maybe too light in weight?,Seems like it may be too lighly made. Time will tell. I have used it several times without any problem. But it is pretty flimsy. They just don't make things like they used to. Maybe they don't need to. Time will tell.,[],B005I19IUY,B005I19IUY,AFX3V6FLW7KXDWEACWEI6DW5PSZQ,2023-03-17 08:55:54.137,0,True,0.9995594024658203
44,128379,5,fits well,great product,[],B09XX787WW,B09XX9LD7L,AF3NRTOP7DEG2Z46MYI5WZ4AVGHQ,2023-01-04 03:27:02.501,0,True,0.9873989820480347
45,248875,5,Works really well,"Works really well with a Pixel 7 Pro and a Kia Sportage 2023.  I was surprised how easy it was to set up, and how reliable the connection has been, both staying connected and also when I get in the car/out of the car handoff.",[],B09PQ95GY4,B09PQ95GY4,AEBY7M5TD3BWLE3G7FR6VARVV45A,2023-03-14 15:00:53.912,0,True,0.9986110329627991
46,827245,5,Good for Cleaning Earphones,"This product works great when cleaning earphones or the case they charge in. I got this because I didn't know they made these and I needed something to clean my earphones and their cases. The cleaner is durable and easy to use. It is definitely worth the money. It has several pieces, and it comes in all one pen. I recommend this for anyone looking for something to clean their earphones and their case.",[],B0BRH9718D,B0BVPT6QJ4,AFMD4DUAZMUM5IRGMGYRXAZ5ORNQ,2023-02-25 23:37:34.736,0,False,0.9946609139442444
47,792512,4,A Good Quality Headphone,"This headphone is well made. The cord is made of strong braided material and the earbuds have a nice weight.  I got the black color unit and it looks very nice with a gold color jack. It is actually better constructed than the standard wired Apple headphones.  The earbuds are a little slippery to put in the ears due to the shape and the small size. However, they are comfortable in the ears. The sound quality is clear and defined but the volume does not go up as much as my other headphones.  Overall, this is a good wired headphone.  I will enjoy it.",[],B0BFHHFC1B,B0BFHHFC1B,AEMMNVKLWOTLHP3PHDIF57QZ5UUA,2023-01-15 10:37:55.072,0,False,0.9653054475784302
48,822324,5,Super fast delivery and great price!,"I have thousands of cd, records, cassettes and our new car only has USB connection to play music or radio. There is nothing worth listening to on radio SO I put my music collection on the flashdrive and I have music for hours as I drive.",[],B078TY1FFX,B086HF4KD8,AGAE33QKTJMDCHEY6W5H3GUZJH4A,2023-01-08 16:35:41.245,3,True,0.9988873600959778
49,617804,5,Should have purchased sooner,I have been using the earbuds that came with my iPad and was getting annoyed being tethered to the device.  These are perfect.  They arrived fully charged and ready to go right out of the box.  Changing the size ear piece requires patience.  I love that they stay in place even while walking around.  They are so very comfortable to wear.  I have only had them for 2 weeks and have not yet had to charge the case.  Storing the ear buds in the case means they will always be charged and ready to use.  I should have purchased these sooner as it is a joy to be able to walk about without having to carry my iPad with me.,[],B0BQ767QZY,B0BZ3WYJL1,AGGXZH6A3232IYX6QUVES3PXJ3NQ,2023-04-03 02:20:59.882,0,True,0.9977824091911316
50,551524,5,Just as described,"Works fine.  I like having the APC and UPC couplers included.  Nice package.,",[],B0BN8NSXJC,B0BN8PF3H5,AHTDJ4JXOP3REEKGE2VGKSIOS2CQ,2023-03-13 16:45:16.832,0,False,0.9996254444122314
51,466072,5,"Worked well, but materials could be better","This hub worked great and stayed cool to the touch, but I only wish that the materials used were better quality. The housing is all plastic (metal is better), and the cable is that rubbery type (instead of the braided cording which is stronger and made to last longer). Please note that the description stated this contained a USB-C connector plug, but is was not. It was a USB-A type connector. But still, A+ for working great and staying cool!",[],B08GY3GKRC,B09BV18YS6,AHXOLFWFLB5P47PATSQVJJ2OZAUQ,2023-02-20 08:41:14.016,0,True,0.7890483736991882
52,897629,5,Easy to assemble,"Absolutely love this telescope. This was a Christmas gift for my son and he has always been interested in space and stars, etc. He absolutely loved this gift. Had it out of the box before opening anything else up. Would recommend this for anybody. Easy to use and assemble.",[],B0953GG4RQ,B0953GG4RQ,AHW5OKBKSS4G6RZISYERHCTH42QA,2023-01-21 15:23:17.218,0,True,0.9899640679359436
53,240404,5,Noctuas are the best….period,Read headline,[],B07CG2PGY6,B07CG2PGY6,AEMXL7QXRS4ZLADZSRUUFLYQCXHQ,2023-03-08 05:22:26.005,0,True,0.983603298664093
54,659213,5,Great for the money,Can’t complain for the small output.,[],B09SFZHP7C,B0BX6346FW,AEKJD6PN5BWCTGLP3HTG2QU5Y2UQ,2023-01-23 00:52:47.896,0,True,0.9992356896400452
55,699724,5,Good chargers,Work great,[],B0B2LSVQ1B,B0CCNT2PH1,AFGSWKG4DKYEYY5E7I2PIBJU7S3Q,2023-01-03 21:43:46.618,0,False,0.994282603263855
56,201725,5,Great value,"Fantastic quality at such a low price! I bought these hoping they would be okay because they were inexpensive.  I am pleasantly surprised.  The sound quality is great and the fit is super comfortable.  Battery life is crazy long!  They sinc really easy and work well with my phone, computer and TV.  Very glad I purchased these.",[],B09LD2D1TV,B0BNZ2785V,AEP6BV74G4ZSN3ADFF6OOQD4UX2Q,2023-03-15 00:16:09.754,0,True,0.9991932511329651
57,150579,5,Works great.  Very convient,[[VIDEOID:5a673bca787deee643f3aa0d360bc743]] I love these little things.  Saves me from having to search for my charger cords. Adhesive works great,[],B071FXZBMV,B071FXZBMV,AHOAWZWBZ4BHZE2MQZEHHZY5MVQA,2023-04-26 05:09:05.549,0,True,0.9993676543235779
58,869581,5,Works,Great product,[],B083GM59S2,B083GM59S2,AGPC654X6ZXWTFQURKKY242DT46Q,2023-04-14 22:41:31.858,0,True,0.9818004965782166
59,563944,5,Pasta termica de Calidad,"Es una buena pasta y se puede notar la diferencia entre un pasta generica y una pasta especializada, baje temperatura de 110°C a maximos de 80°C. Muy recomendado comprar esta pasta en lugar de una generica",[],B08VN345D4,B08VN345D4,AGJSK3QQT34QWOIN75ZESCVJFREA,2023-01-07 22:04:58.785,0,True,0.949285626411438
60,152035,5,exactly what we needed for Nintendo switch,highly recommend for additional game storage for Nintendo Switch,[],B0B5V317FQ,B0B5V317FQ,AESGD7JWLZAPQZLN7NQD3GRPUADA,2023-01-17 00:20:19.613,0,True,0.998116135597229
61,130083,5,Make your RAIJINTEK Ophion breathe more air.,[[VIDEOID:dc2ec45736ecbb2eb88ef3f77c1ef27f]] Perfect length of thread. I installed a spacer on my glass panel to make room for my double CPU fan. I might remove the x fan since it's a little noisy but the spacer will be permanent part of the PC now.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71aOpAgZ9DL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71aOpAgZ9DL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71aOpAgZ9DL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71sr6MsEIkL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71sr6MsEIkL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71sr6MsEIkL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/816VVqi4b9L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/816VVqi4b9L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/816VVqi4b9L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B089KS1Q4T,B09R6FN1DN,AH3NDJPKW65YCZTNYTY2353EY5IQ,2023-02-20 12:26:23.117,0,True,0.9994638562202454
62,713800,4,Great product and price,Easy to assemble and comes with a variety of background drops.  Big enough for single item picture shots.,[],B09VGSHTCH,B0B3BDJRCY,AGSTBY63ZCVOQSNDJ7XJM34QRGEQ,2023-01-17 10:52:04.575,2,True,0.9994131326675415
