original_index,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,token_count
539584,4,Built in Privacy!,The XPCAM 4K is perfect for using on my desktop computer. The camera worked immediately after plugging the usb into my motherboard. I didn’t have to download any software or do any updates. It worked on windows Camera app and also on OBS. OBS immediately found the camera and I was able to very easily set it up in a new scene.<br /><br />I am glad this camera comes with an internal privacy cover. This is especially important as my computer is located in a bedroom where I do get changed in often. It is very easy to slide the cover over the lens to create less worry.  The camera also has a tiny front light to indicate when it is turned on.<br /><br />The camera is a little bigger than I expected. I was worried the mount wouldn’t work well but I have had no problems with it. It just sort of sits on top of your monitor and you fold in the back side. It isn’t a tight fit at all. It also comes with a tripod stand that you can use if you don’t want to place it on top of the monitor.<br /><br />In the Microsoft Camera app you can select 8.0MP 3264x2448 resolution a 4:3 ratio at 25 fps. This might not be considered true 4k and many won't like the 4:3 ratio as most screen ratios are 16:9. If you want a 16:9 ratio you need to go down to 2k resolution. You are also able to choose a 50hz or 60hz refresh rate. But for me these details don’t matter that much knowing most people will be looking at my face through a phone or 1080p resolution computer screen.<br /><br />The microphone worked fairly well. My program auto selected it when my headset wasn’t turned on. I didn’t notice at first and everyone on the call seemed to hear me fine. It was slightly annoying that when I did turn off the mic on my headset the program we used would switch to the camera’s microphone. I had to make sure I hit mute in the program’s settings instead of on my headset. This isn’t the fault of the camera but the program trying to switch to a connected microphone.<br /><br />Overall I am happy with this web cam. I will be using it for light streaming and conference calls.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/41sU0Mph2cL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/41sU0Mph2cL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/41sU0Mph2cL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61I1xXhBhmL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61I1xXhBhmL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61I1xXhBhmL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61eAvVFacpL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61eAvVFacpL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61eAvVFacpL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BK91D4JD,B0BK91D4JD,AE6PZDY4EWATROZXDCA3KEIY3ENA,2023-02-01 06:16:24.435,0,False,504
184667,2,"Instructions are lacking, wobbles, plastic joints. Phone holder and ball head attachments are nice.","You’re going to need to assemble this by trial and error, as the instructions are very lacking. The “instruction” sheet is printed front and back with the identical content in English on both sides. No reason to have printed it twice. I put “instruction” in quotes because there are two tiny instructions and lots of marketing material. The instructions really aren’t that helpful anyway.<br /><br />When I first assembled this, I put it together upside down and couldn’t for the life of me see how to attach the ball head piece to the stand. It looked like I was missing a piece, but I wasn’t (at least I don’t think so.) when I took the stand out of the base and unscrewed the end to expose a hidden thread area, I found I could flip it over in the base and attach the ball head to the other end. You won’t find that in the instructions, or any indication that the cap at the end unscrews besides fiddling around with it.<br /><br />There also weren’t any instructions for the phone holder. Initially I thought it wouldn’t fit my phone at all because it looked too skinny.<br /><br />TIP: Pull the sides apart to stretch it wider than your phone, beset your phone and release the sides. It will now securely grip your phone.<br /><br />The phone holder screws into the ball head, and that can be adjusted to any angle with the knob. The ball head piece screws into the stand after unscrewing the cap on the skinny end of the stand. Both of these two accessories are decent quality.<br /><br />Once assembled and adjusted to the angle you like via the knobs, tighten everything up. You’ll find that the stand still wobbles. It did not feel very secure at all. I think it would hold my phone OK, but I wouldn’t trust anything the slightest bit heavy (or expensive) to this stand. Plastic wasn’t the right choice.<br /><br />Between the lack of meaningful instructions (or even a good diagram), and the wobble, I can’t rate this very high. It might be just what you need, but I’d prefer something more stable, that could hold more weight securely, and came with better documentation than this.",[],B0BLKHPM53,B0BLKHPM53,AGVVWEPZ2HPPWSSX627EKFUZFZNA,2023-04-02 22:34:00.936,0,False,504
665462,5,"Solid, professional quality extendable boom arm with 3/8 and 1/4"" mounts","This thing is amazing! I was really expecting a somewhat flimsy, consumer-grade boom arm.<br /><br />Not even close. This boom arm is made with a heavy-gauge steel mounting plate and bracket, with an aluminium extendable boom. It comes with concrete anchors for mounting onto concrete or cinder blocks, as well as a set of wood screws for screwing into wall studs.<br /><br />It should be noted that the picture in the listing shows the unit mounted upside down! The straight boom arm goes on the top, and the angled support arm goes on the bottom.<br /><br />Once installed, you can swing the boom from side to side, as well as up and down. The angle up and down is held in place by tightening the clamp on the support arm, and once it is tight, it is SOLID.<br /><br />The boom has a clamp at the end that when loosened, extends out almost five feet! At the end is another clamp that holds a reversible screw mount in either a side orientation or straight out. This reversible mount has a 3/8"" screw mount on one end and a 1/4"" screw mount at the other.<br /><br />In practice, this mount can easily hold the weight of a DSLR or box light. I don't know what the rating of this boom arm is, but it feels solid enough that I would easily trust it with a 15 pound load, and even more if it was not extended all the way. It's that solid.<br /><br />It has a foam grip to grab and move the boom around, and included several self-adhesive velcro wire ties. It also came wrapped with a couple pieces of plastic for some reason, which unfortunately left a mark on the paint when I unwrapped it.<br /><br />This boom is a game-changer for my studio, getting cluttering tripods out of the way and making lights and cameras alwasy easy and quickly at hand.<br /><br />Who is this for?<br />- Anyone needing overhead or steady support for cameras or lights<br /><br />Pros:<br />- Very strong, sturdy<br />- Flexible positioning up to 5 feet away, at various heights<br /><br />Cons:<br />- I wish there was a friction adjustment for the side-to-side adjustment","[{'small_image_url': 'https://m.media-amazon.com/images/I/51Hnw14wuuL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51Hnw14wuuL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51Hnw14wuuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/6163764DklL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/6163764DklL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/6163764DklL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61RmKdbq3mL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61RmKdbq3mL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61RmKdbq3mL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61YYX3nDChL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61YYX3nDChL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61YYX3nDChL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61zgSNhO+SL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61zgSNhO+SL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61zgSNhO+SL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71-Q2Pjfg-L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71-Q2Pjfg-L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71-Q2Pjfg-L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71SQIhhO-kL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71SQIhhO-kL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71SQIhhO-kL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71WH7Cs2JoL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71WH7Cs2JoL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71WH7Cs2JoL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71xFRb+tqDL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71xFRb+tqDL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71xFRb+tqDL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BYDPZDDM,B0BYDPZDDM,AFKLEWKUWGN64XSFEDPRC7H67ILQ,2023-04-19 02:35:30.955,1,False,504
106912,4,"Well featured miniPC, if only it had more USB-C ports!","This is a great alternative to an Intel NUC, even though it skimps on a few features and upgradability options.  Removing four screws on the bottom reveals two m.2 slots, one populated with a 512GB SATA SSD.  Note that the slots will support NVMe SSDs, the SATA one tops out at around 520 MB/s.  An NVMe SSD should get multiples of that performance, and should make the machine feel more performant.  Note that only 2280 size m.2 SSDs will fit.  Any other size will require a thin adapter.  While peeking around,  you can see the wireless (802.11ac) card tucked away in a corner.  I am going to look into popping in a wifi 6 capable card in there soon.<br /><br />16GB of memory is a great configuration for a integrated solution like this.  Usually these configurations start at 8GB.<br /><br />Windows 11 Pro is included, which was a pretty pleasant surprise.  The key is already pre-loaded, so no need to fish around for that.<br /><br />A couple of nits.  Only one USB-C port.  And it isn't even USB PD.  I use a thunderbolt KVM, and the USB-C port wouldn't pass through the video signal.  That forced me wire the machine up with HDMI to a dedicated monitor instead.  My KVM passes through USB PD as well, which makes for a single cable solution for power/video/data/keyboard/mouse.  The lack of support in this machine negates that excellent feature.<br /><br />The memory doesn't seem to be upgradable, but I didn't go beyond opening the bottom panel.  There is what looks to be a button on top, but it doesn't do anything.  It seems like that's a location for a fingerprint sensor which was not included with the particular variant I received.<br /><br />Finally, there is a fan and it seems to ramp up and down a fair amount.  The good news is that it is very quiet.  Even running benchmarks didn't seem to make the top of the machine feel even remotely warm.<br /><br />Overall, this is a good miniPC to use as a media player or a medium duty desktop use machine.  Gaming with the integrated Intel graphics won't be great.",[],B0BR7ZDB76,B0C6NZ6SCR,AH3R4GSBFKBYCVIR5HGYRS4VTTQA,2023-01-19 03:22:36.934,0,False,504
10046,1,"Great product, but the support is terrible.","So I purchased this after hearing some promising stories about the company. So I was willing to give them a shot. I was in the process of doing a big upgrade to my pc for streaming purposes.<br /><br />The performance and speed all seemed to show that this was indeed a fast and reliable ssd, it started showing some bizarre behavior. Anytime the pc was reset either manually or when an update requires a pc reboot I would end up in the bios. And the ssd was not detected. I eventually found out I could hold down the power button for a few seconds and I could boot back into my pc. I didn’t suspect the ssd at first and assumed it was my windows install. So I did a completely fresh install and the issue remained. I made sure everything possible was updated to the latest firmware and bios settings. No success. I ultimately decided to live with it. It didn’t crash while gaming or streaming so I assumed it was fine.<br /><br />I recently did a motherboard and CPU upgrade and the issue was still there. So at this point the PC had everything replaced with the exception of the ssd. So at this point I’m certain it’s the ssd and reach out to Sabrent. After registration and pictures of the purchase recipe they also wanted me to take front and back pictures of the ssd. Their solution was for me to send the ssd to them and they would determine after inspection if they would send me a new one. Mind you this PC is my only one and I use it to stream. So after asking them how long it would take they explained it could be two weeks or more. I ask for an alternative and they tell me to buy another ssd from the Amazon seller and they’d reimburse me if they found that my drive was faulty.<br /><br />So either go two weeks without my PC or shell out another $200 and potentially be told that they can’t reproduce the error and not refund me. At this point I’ll be looking to return to Samsung. Who offer a cross shipping replacement so you can copy your files from your old drive to your replacement. Which unless Sabrent makes that offer in the future will mean they’ve lost me as a customer in the future. And I hope this helps some people save themselves some time if they are unfortunate and just go with a company with a better warranty practice.",[],B07MTQTNVR,B0B8T9RF31,AF3PL7ZPXVXX65GIOND4IOTF5XLA,2023-01-13 10:28:52.268,3,True,504
969516,2,You can do better for $80,"For some context: I purchased these to replace my Jabra 75t elites. I have some airpods, airpod pro 2s and several truly wireless Anker products. These rank lowest for me for the following reasons:<br /><br />The fit: the shape and material of the ear tips make keeping these in very difficult. They fall out after about 10mins in my ears, it's worse with going to the gym.<br /><br />The touch sensitivity: when they do start sliding out, grabbing the base to readjust them into your ears almost always pauses them or skips your song. This can also be caused by a beanie moving against them, or hugging someone. They are too sensitive to touch. Granted: they give awesome haptic ( it gives the illusion of a physical sensation) feedback when you do press the touch controls.<br /><br />Sound: these sound good, but not great. For $80 ( what I paid for them on sale) they only sound marginally better than my cheaper Anker earbuds like the spirit dot 2s which can be had for around $20 now. They are better than airpods, and a little worse than the jabras due to no sound customization.<br /><br />Noise cancelling: The noise cancelling itself is pretty good. Far better than jabras, maybe 70% of what apple does, but the pressure it creates in my ears is worse than the others. After about an hour of wearing these I start getting a headache. I'm not sure why, but this never happens with my other buds and it consistently happens with these.<br /><br />The case: It's okay, Hard to know which side to open without looking, but it does the job and has some nice features.<br /><br />Battery: battery is good, better than jabras, worse than Anker's and apple pros.<br /><br />Overall, I would avoid these. It's probably worth mentioning I have a One plus device ( 7pro) and even with the added features of connecting easily, it still doesn't make them worth it. I would prefer the jabras ( which I paid $70 for on sale) over these any day. If they stayed in my ears better and the touch controls were less sensitive, I would keep them. But I'd rather have the $80 they cost me back in my pocket, so here goes the return process",[],B07XWK1DYB,B09N5RS6TW,AEZRQ4NDXAUSHRD4DXAX5XFI522A,2023-01-31 21:03:57.883,0,True,504
573294,4,Great but died after a couple years..,"[[VIDEOID:d2f8b1a75decf1f2f1ee0e892fbab8b0]] I bought these in January 2021, after buying them on a whim. Luckily they sounded amazing! Wanted to hear every song I liked thru them, which didn’t disappoint. Everything was great and dandy for awhile, I used to listen to them everyday on my bus ride to and from work, but in August of 2022, I began driving to work again. Put these in my center console just in case I’d need them for driving or whatever. Last night I pulled them out 3/19/2023, but they were dead, so I plugged them into charge all night. This morning I checked and it seemed like they charged, took them out of the case, they paired with my phone immediately, I didn’t do anything they just started playing thru the earbuds themselves, thought all was great but then 5 mins later, I heard the dreaded, “battery is low,” message thru the earbuds. That crushed my hopes, I knew they had sufficient time to charge, 10 hours should be good right? Well I plugged them in again but this time noticed the charging lights would flicker instead of showing a steady charge, which would light up the 5 lights in a sequence, 1,2,3,4,5. Instead 1 would flicker, 2-3 would light up for a millisecond and turn off, 4-5 didn’t light up at all. I went ahead and left it there for a couple hours hoping for the best but when I came back, pulled them out tried listening to some Tidal, but before the first song could play, “battery is low” message came on. I suppose I could still listen to music but that message would play every couple mins till the battery dies. So I had them for a couple years now, not sure what the expected life is for these. I would say I had a good 1.5 years listening to them everyday 1 hour to work, 1 hour back. They played perfectly throughout that time. I guess I got my money’s worth, but I just wished they still worked, I really enjoyed them. It feels like I just broke up with a girlfriend, kind of.. well onto the next!<br />BTW, the video shows how they charge now…",[],B089YRRC6V,B089YRRC6V,AHOLMKHQKWSWQQJVSOGJITW2IBKA,2023-03-20 19:35:56.765,0,True,504
235650,3,"User friendly controls, but has a major flaw or two!","Picture quality is good and I really like how easy and user friendly this dash camera is to operate. The manual is pretty well written so no complains about that.<br />BUT!!!!<br />The BIG CON is the proprietary mount which is just a sticker that sticks to the windshield and then the only movement the camera can do is up and down (not left and right). I do NOT want to have random stickers on my windshield!!!<br />So I had to go to lengths to build an adapter plate to stick to a regular sucktion cup that has a ball joint that can pivot and therefore allows the camera to swing in any direction. As most ball joints, this particular suction cup has a standard threaded stud. All dash cameras should have a STANDARD attachment, not a proprietary one.<br />However, after I had my mount built with my suction cup, the suction cup wouldn’t stick to the windshield just above my mirror because the windshield has some dots there that are the rain sensors.<br />I abandoned the suction cup idea and uninstalled my mirror, fashioned a metal bracket with holes and installed the bracket to my mirror. Then I attached a second, simpler mount with a screw to the bracket. Again, the camera can still swing up and down and now also left/right.<br /><br />Because I had to do all the work to figure out how to install the front camera without gluing a permanent sticker directly to the windshield, I lost considerable time and a few nerves too, and therefore this dash cam doesn’t deserve more than 3 stars.<br /><br />I haven’t installed the back camera yet but it too has a proprietary mount that I will have to modify.<br /><br />The second con is that not all custom settings stay preserved after I turn off the car. As an example, i can have this cam connected via Wi-Fi to an app. I don’t care about this app, so I also don’t care about having the Wi-Fi turned on in the camera. Every time I turn on the car and the cam automatically starts, it goes to the default “on” with the Wi-Fi, even though I don’t even have the app on my phone.<br /><br />In summary, a good camera if you don’t mind a sticker on your windshield and you never can move the location of the camera….","[{'small_image_url': 'https://m.media-amazon.com/images/I/613RB8BthPL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/613RB8BthPL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/613RB8BthPL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61bynCEpJsL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61bynCEpJsL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61bynCEpJsL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61pBWFdRrlL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61pBWFdRrlL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61pBWFdRrlL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71+lPWj5SeL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71+lPWj5SeL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71+lPWj5SeL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71lJ98XL+OL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71lJ98XL+OL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71lJ98XL+OL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71qTr-C+rkL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71qTr-C+rkL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71qTr-C+rkL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BN7VZQTC,B0BVVLKPP9,AGTQRCNUZF2MY3UESGMDPKCCPWNA,2023-01-30 03:36:35.667,0,False,504
517661,2,"great size and price, but multiple issues","I wanted a larger screen Android Auto compatible radio for my older Civic, I found a kit fascia that would fit a 9"" screen, just had to relocate the A/C heater controls. So it was a lot of working getting this radio installed, and unfortunately, I will be looking for a better one.<br />Pro's it is a large screen, and a great price, but with the multiple issues below, I will be looking for something better.<br />First issue was the amplifier would only work when the radio app(FM/AM) was on, I realized I had hooked it up to the main Blue wire (Antenna-out) instead of the Amplifier-out wire on the RCA plugs. I switched to this one, and then had no amplifier at all. Checked voltage on the Amplifier out wire, and there was none. I hard wired it into my ACC power wire to get it to work for now.<br />Next issue Android Auto, first of all it requires opening an app (Zlink), and would not ever auto load. It also will only work in wired mode, unable to get wireless to connect, phone connects fine via Bluetooth and can play music and make calls, but Zlink will not connect to go into Android Auto. Checked with my daughters iPhone, and CarPlay was the same way wired only no wireless, and still need to use Zlink, and will not autoload, even though this feature is turned on in the Zlink settings.<br />Next Issue night mode just dims the screen and doesn't put Android, or iPhone into night mode, even through phone shows black maps when connected at night you get bright white maps on the display, only the backlighting is dimmed.<br />I also know these issues are not my phone, because it works fine in my daughters car with a double din Pioneer head unit.<br />Next issue backup camera, the car is a Manual so I have no reverse signal in the car, I wired it up per the instructions, using the power feed on the video cable, but the Display never switches to the rear camera, checked camera and it is powering on, but no display change. and no way to manually show backup camera.<br />If you just want something cheap, and don't mind all the issues/work arounds to get things to work this may be for you, but I would gladly pay more to get the correct features, and options.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61-YbhhtqzL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61-YbhhtqzL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61-YbhhtqzL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/717h6hB4QjL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/717h6hB4QjL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/717h6hB4QjL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71N6GAvZfkL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71N6GAvZfkL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71N6GAvZfkL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71fLQWWduQL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71fLQWWduQL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71fLQWWduQL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71vHqZMR+XL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71vHqZMR+XL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71vHqZMR+XL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BG47458X,B0C4LDSK43,AEF2RIYA2BLWLOBVVQYTE3M6LG7A,2023-04-07 21:45:15.204,0,True,504
683333,4,Excelente rendimiento pero con detalles,"Excelente placa para overclock y soporte ram. Lamentable que no tenga flashbios para los que desean usar directamente gen 13. Lo positivo que la actualización a 13gen es impecable. Yo pasé de un 12700k a 13600kf sin problemas y de 5600mhz de ram DDR5 a 6400 mhz cl36 (2x16), lo malo que esa compatibilidad no la tienen documentada, pero me arriesgué y fue lo mejor, y el 13600kf lo tengo en 5.6/4.4 all cores estable! y uncore 49. (con buen AIO), impresionante!! (auque quizás mi proce es de los buenos en lotería de silicio). A propósito, otras de las cosas positivas que se mencionan poco, que tiene compatibilidad de cooler para diseños anteriores, como 1151, lo cuál me salvo cuando me la compré (no tuve que cambiar cooler ni comprar un adaptador). Hermoso diseño, su cantidad de puertos M2, y sin conflictos con los Sata, y 3 puertos argb. Pero otra cosa realmente negativa y es un desbalance técnico evidente, que a pesar de tener demasiados puertos para FAN (lo cúal es bueno), en la bios no puedes configurar el objetivo a ventilar de acuerdo a la temperatura monitorizada, de hecho, en ninguna parte te indican cuál es para los FAN de gabinete ¿es por temperatura cpu o motherboard?. Otro punto negativo que comparte con otras placas asus con algunas GPU rtx de gama alta (3090 en mi caso), es que tener ASPM activado genera errores en windows, por lo que hay que desactivarlo, lo cuál tampoco está documentado o se considera en la configuración optima por defecto.",[],B09J1SD9J2,B0BZJM45N3,AFELMG4BK7LL3RRFPNTLDQU6CUCQ,2023-01-11 05:50:18.032,0,False,504
153156,4,Okay budget well featured tripod. The one I got was covered in blobs of grease.,"Aoesin 71"" (180cm) Phone Tripod & Camera Stand<br /><br />Decent enough for a budget tripod, there is a lot of plastic components that seem very hard but not dense, I am not sure if they would break easier than other materials if this fell over.<br /><br />I am awarding stars based on the current price point, not compared to other better made and more expensive tripod.<br /><br />For a budget tripod this is well equipped with features and components.  However there are things that came with this that I do not know what they are for, how to attach or use them and they are not mentioned in the instructions.  I am also deducting another star because I got some sort of grease all over my clothes and hands.  All the moving plastic components at the head of the tripod were oozing big blobs of grease.  Fortunately it washed off my hands okay so I don't think it was a silicone based grease.<br /><br />I have attached a photo showing the complete instructions with the pieces that are not mentioned in those instructions.  There is some sort of hardware attachment  that seems to be missing parts to be able to do anything with.<br /><br />There are also no instructions for the shutter button but it is easy to figure out.  Turn on with the side button, scan and connect to 'AB Shutter' on your device.  I connected to my Samsung galaxy phone and the Shutter button worked for taking a photo and starting and stopping a video recording.  Both the Shutter buttons worked on my Samsung  Galaxy phone even though one is labeled IOS and the other is labeled Android, it made no difference.<br /><br />Thank you for reading my review and looking at my photos of this product.  I hope you found it helpful!<br /><br />REVIEW PHILOSOPHY:  I only review a product if it is something I am capable of critically evaluating through comparison, testing and use. This means I have experience of using similar items; or that I have equipment or tools that I can test it with; or that I have an upcoming need so I can actually use.  I am as selective about getting an item to review as I would be about purchasing that same item, so yes, I expect it to be a good product.  My reviews are NOT based on packaging or if it was delivered timely.","[{'small_image_url': 'https://m.media-amazon.com/images/I/51CXeEReB6L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51CXeEReB6L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51CXeEReB6L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/51QPn455PrL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51QPn455PrL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51QPn455PrL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/51jN+c-5NnL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51jN+c-5NnL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51jN+c-5NnL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/51q1fVLoh1L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51q1fVLoh1L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51q1fVLoh1L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61MIGM23bpL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61MIGM23bpL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61MIGM23bpL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61cMcVuPx3L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61cMcVuPx3L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61cMcVuPx3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61rE3xJrq4L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61rE3xJrq4L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61rE3xJrq4L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71ajv6Ci5+L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71ajv6Ci5+L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71ajv6Ci5+L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0BP2D7PTW,B0BP2QGNZG,AFZH2CXUX6KASC43LTMXVRXV4A5Q,2023-03-19 16:41:23.532,0,False,504
